CODARTICULO;CODCATEGORIA;DESCRIPCION;Stock M�nimo;Stock M�ximo;Stock de Pedido;Pasillo;Estanteria;Casillero;Estado
29;7;BUJE ELAST DELANT 25X100 VW 25X100;10;10;10;1;1;1;activo
30;7;PERNO ELAST TRAS 31X130 ;10;10;10;1;1;1;activo
31;7;BUJE ELAST TRAS 32X75 VW 32X75;10;10;10;1;1;1;activo
32;7;PITON DEL ELAST 175X12 ;10;10;10;1;1;1;activo
33;7;PITON TRAS ELAST 255X12 ;10;10;10;1;1;1;activo
34;7;MANOPLA VW ELAST DEL.TRAS 2TJ803165;10;10;10;1;1;1;activo
35;7;BUJE ELAST TRAS MINIBUS 3045 58X30X90 ;10;10;10;1;1;1;activo
36;7;BUJE ELAST DEL MINIBUS 45X90X16;10;10;10;1;1;1;activo
37;7;HOJA ELAST TRAS VW 9NA ;10;10;10;1;1;1;activo
38;7;MANOPLA MINIBUS ELAST TRAS ;10;10;10;1;1;1;activo
39;7;PITON DEL ELAST 180X12 CABEZA LARGA;10;10;10;1;1;1;activo
40;7;HOJA ELAST 9NA MINIBUS TRAS 80X10X70;10;10;10;1;1;1;activo
41;7;HOJA ELAST 1RA MINIBUS DEL ;10;10;10;1;1;1;activo
42;7;HOJA ELAST 2DA MINIBUS DEL ;10;10;10;1;1;1;activo
43;7;HOJA ELAST 3RA MINIBUS DEL ;10;10;10;1;1;1;activo
44;7;HOJA ELAST 4TA MINIBUS DEL ;10;10;10;1;1;1;activo
45;7;HOJA ELAST 5TA MINIBUS DEL ;10;10;10;1;1;1;activo
46;7;HOJA ELAST 6TA MINIBUS DEL ;10;10;10;1;1;1;activo
1;8;FILTRO ACEITE VW 15190 W1160-OC206;10;10;10;1;1;1;activo
2;8;FILTRO ACEITE MNBUS MWM 51820E;10;10;10;1;1;1;activo
3;8;FILTRO ACEITE MB O500 ;10;10;10;1;1;1;activo
4;8;FILTRO ACEITE CUMMING MNBUS OC502-PH9453;10;10;10;1;1;1;activo
5;8;FILTRO ACEITE IVECO DAILY  OC613-WL7445;10;10;10;1;1;1;activo
6;8;FILTRO ACEITE SPRINTER ox 153/7D;10;10;10;1;1;1;activo
7;8;FILTRO ACEITE MAXFORCE ;10;10;10;1;1;1;activo
8;8;FILTRO ACEITE 6001 ;10;10;10;1;1;1;activo
9;8;FILTRO GASOIL MINIBUS MWM P5051;10;10;10;1;1;1;activo
10;8;FILTRO GASOIL CUMMING MNBUS KC617 VASO;10;10;10;1;1;1;activo
11;8;FILTRO GASOIL VW 15190 KX435D;10;10;10;1;1;1;activo
12;8;FILTRO GASOIL MB O500 ;10;10;10;1;1;1;activo
13;8;FILTRO GASOIL SPRINTER KL 912;10;10;10;1;1;1;activo
14;8;FILTRO GASOIL IVECO DAILY Z5232E-PU7017Z;10;10;10;1;1;1;activo
15;8;"FILTRO TRAMPA CUMMINS/MWM 14"" KC648/1  (1X14"")";10;10;10;1;1;1;activo
16;8;"FILTRO TRAMPA CUMMING/MWM 12"" (1X12"")";10;10;10;1;1;1;activo
17;8;FILTRO TRAMPA VW 15190 WK10002/1X - KC595;10;10;10;1;1;1;activo
18;8;TAZA TRAMPA DE AGUA VIS4750;10;10;10;1;1;1;activo
19;8;FILTRO AIRE IVECO DAILY LX3583-LX3603;10;10;10;1;1;1;activo
20;8;FILTRO AIRE 1� CUMMINS MNBUS C20500-93104E;10;10;10;1;1;1;activo
21;8;FILTRO AIRE 2� CUMMINS MNBUS 49132-CF500/1;10;10;10;1;1;1;activo
22;8;FILTRO AIRE 1� MWM MNBUS LX1801;10;10;10;1;1;1;activo
23;8;FILTRO AIRE 2� MWM MNBUS LXS219;10;10;10;1;1;1;activo
24;8;FILTRO AIRE 1� VW 15190 LX 1716/1;10;10;10;1;1;1;activo
25;8;FILTRO AIRE 2� VW - MA17 LXS260 - ARS837;10;10;10;1;1;1;activo
26;8;FILTRO AIRE 1� MB O500 ;10;10;10;1;1;1;activo
27;8;FILTRO AIRE 2� MB O500 ;10;10;10;1;1;1;activo
28;8;FILTRO AIRE SPRINTER LX1845;10;10;10;1;1;1;activo
29;8;FILTRO HIDRAULICO ATF  ;10;10;10;1;1;1;activo
30;8;FILTRO SECANTE APU ;10;10;10;1;1;1;activo
31;8;"BASE T/AGUA 1x14"" TV 194/48 (1x14"")";10;10;10;1;1;1;activo
32;8;FILTRO HABITACULO SPRINTER LA 1198;10;10;10;1;1;1;activo
33;8;FILTRO HABITACULO TRANSIT TECNECO TH2022;10;10;10;1;1;1;activo
34;8;FILTRO HABITACULO IVECO D LA1225-WP2150;10;10;10;1;1;1;activo
35;8;FILTRO UREA MNBUS mahle ux11kit;10;10;10;1;1;1;activo
36;8;FILTRO GASOIL MA/MT 17 DB 0368 PSC403-WK950-KC188;10;10;10;1;1;1;activo
37;8;FILTRO AIRE 1� MA/MT17  WA48865-LX1070;10;10;10;1;1;1;activo
38;8;NO USAR ;10;10;10;1;1;1;activo
39;8;FILTRO CAJA AUTOMATICA LARGO;10;10;10;1;1;1;activo
40;8;FILTRO ACEITE HILUX/2004 KU1121S;10;10;10;1;1;1;activo
41;8;FILTRO GASOIL HILUX/2004 KC83;10;10;10;1;1;1;activo
42;8;FILTRO AIRE 1� MWM (NO USAR) ;10;10;10;1;1;1;activo
43;8;FILTRO AIRE 2� MWM (NO USAR) ;10;10;10;1;1;1;activo
44;8;FILTRO CENTRIFUGO IVECO 00500058321000;10;10;10;1;1;1;activo
45;8;FILTRO GASOIL TRANSIT WIX 10208 O KX387D;10;10;10;1;1;1;activo
46;8;FILTRO ACEITE FORD TRANSIT OC1252;10;10;10;1;1;1;activo
47;8;FILTRO AIRE FORD TRANSIT LX935/2;10;10;10;1;1;1;activo
48;8;FILTRO FLOTANTE 1018 CRISTAL COD 1018;10;10;10;1;1;1;activo
49;8;FILTRO FLOTANTE 1048 CRISTAL COD 1048;10;10;10;1;1;1;activo
50;8;FILTRO FLOTANTE 1040/6 CRISTAL COD 1040/6;10;10;10;1;1;1;activo
51;8;FILTRO AIRE 1� MINIBUS VW AR2003;10;10;10;1;1;1;activo
52;8;FILTRO ACEITE IVECO 2568 00002992242000;10;10;10;1;1;1;activo
53;8;FILTRO COMBUSTIBLE IVECO 2568 00500083894000;10;10;10;1;1;1;activo
54;8;FILTRO AIRE IVECO 2568 5801769395;10;10;10;1;1;1;activo
55;8;FILTRO TRAMPA C/VASO IVECO D KC641/1-WK1040;10;10;10;1;1;1;activo
56;8;FILTRO AIRE IVECO DAILY LX2532 - AR2031;10;10;10;1;1;1;activo
57;8;FILTRO CAJA AUTOMATICA CORTO FLEETGUARD HF35153;10;10;10;1;1;1;activo
58;8;FILTRO GASOIL SPRINTER 515 PS12358RV;10;10;10;1;1;1;activo
59;8;FILTRO AIRE TOYOTA 2004 LX2530;10;10;10;1;1;1;activo
60;8;FILTRO HABIT IVECO.D MOD VIEJO 00500058324000;10;10;10;1;1;1;activo
61;8;FILTRO AIRE IVECO.D MOD VIEJO 00500058822000;10;10;10;1;1;1;activo
62;8;FILTRO GASOIL IVECO.D MOD VIEJ 00500086009000;10;10;10;1;1;1;activo
63;8;FILTRO UREA URBANO AS2500 - AS2474;10;10;10;1;1;1;activo
64;8;FILTRO ACEITE VOYAGE OL-445;10;10;10;1;1;1;activo
65;8;FILTRO GASOIL VOYAGE KL 583;10;10;10;1;1;1;activo
66;8;FILTRO AIRE VOYAGE LX 998;10;10;10;1;1;1;activo
67;8;FILTRO HABITACULO VOYAGE LA 120;10;10;10;1;1;1;activo
68;8;FILTRO HAB SPRINT 415CDI 2019  TH2007-WF9330;10;10;10;1;1;1;activo
69;8;FILTRO HAB CABINA SPRINT 415 LA1153;10;10;10;1;1;1;activo
70;8;FILTRO HAB HILUX 2016 KA1113S-AKX1967;10;10;10;1;1;1;activo
71;8;FILTRO AIRE 4X4 5600 AR2031;10;10;10;1;1;1;activo
72;8;"BASE T/AGUA 1x12"" A9584700390 (1x12"")";10;10;10;1;1;1;activo
73;8;FILTRO ACEITE NICCOLLO IVECO 2992242;10;10;10;1;1;1;activo
74;8;FILTRO GASOIL NICCOLLO IVECO 2992241;10;10;10;1;1;1;activo
75;8;FILTRO AIRE NICCOLLO IVECO 5801769395;10;10;10;1;1;1;activo
76;8;FILTRO TRAMPA AGUA NICCOLLO  5801403243;10;10;10;1;1;1;activo
77;8;KIT FILTRO TOYOTA HILUX 2015 HILUX 2.4 Y 2.8TD;10;10;10;1;1;1;activo
78;8;FILTRO AIRE ZAMPIE J3500;10;10;10;1;1;1;activo
79;8;FILTRO HAB SPRINT 516-517-416 LA1300;10;10;10;1;1;1;activo
1;9;THINNER X LITRO ;10;10;10;1;1;1;activo
2;9;THINNER 4L ;10;10;10;1;1;1;activo
3;9;THINNER TAMBOR 205L ;10;10;10;1;1;1;activo
4;9;DILUYENTE X LT ;10;10;10;1;1;1;activo
5;9;PASTA PARA PULIR FINA 1KG ;10;10;10;1;1;1;activo
6;9;PASTA PARA PULIR GRUESA 1KG ;10;10;10;1;1;1;activo
7;9;AUTOPOLISH ;10;10;10;1;1;1;activo
8;9;CEMENTO CONTACTO ;10;10;10;1;1;1;activo
9;9;MASILLA PLASTICA 4KG ;10;10;10;1;1;1;activo
10;9;MASILLA FIBRADA 4KG ;10;10;10;1;1;1;activo
11;9;ENDURECEDOR MASILLA 120G ;10;10;10;1;1;1;activo
12;9;BARNIZ PU ;10;10;10;1;1;1;activo
13;9;ENDURECEDOR PU ;10;10;10;1;1;1;activo
14;9;ENDURECEDOR BARNIZ ;10;10;10;1;1;1;activo
15;9;PROTECTOR SUBCARROCERIA ;10;10;10;1;1;1;activo
16;9;PINTURA SINT GRIS ACERO ;10;10;10;1;1;1;activo
17;9;PINTURA AMARILLA TAXI PU ;10;10;10;1;1;1;activo
18;9;PINTURA BLANCA PU ;10;10;10;1;1;1;activo
19;9;PINTURA NEGRA PU ;10;10;10;1;1;1;activo
20;9;PINTURA NARANJA NV PU ;10;10;10;1;1;1;activo
21;9;PINTURA AMARILLA PU ;10;10;10;1;1;1;activo
22;9;PINTURA SINT NEGRA ;10;10;10;1;1;1;activo
23;9;PINTURA ROJO DIAMANTE PU ;10;10;10;1;1;1;activo
24;9;PINTURA SINT NARANJA ;10;10;10;1;1;1;activo
25;9;PINTURA SINT AMARILLO TAXI ;10;10;10;1;1;1;activo
26;9;LIJA ORBITAL 60 ;10;10;10;1;1;1;activo
27;9;LIJA ORBITAL 80 ;10;10;10;1;1;1;activo
28;9;LIJA ORBITAL 100 ;10;10;10;1;1;1;activo
29;9;LIJA ORBITAL 120 ;10;10;10;1;1;1;activo
30;9;LIJA ORBITAL 150 ;10;10;10;1;1;1;activo
31;9;LIJA ORBITAL 180 ;10;10;10;1;1;1;activo
32;9;LIJA ORBITAL 220 ;10;10;10;1;1;1;activo
33;9;LIJA ORBITAL 280 ;10;10;10;1;1;1;activo
34;9;LIJA ORBITAL 320 ;10;10;10;1;1;1;activo
35;9;LIJA ORBITAL 360 ;10;10;10;1;1;1;activo
36;9;LIJA ORBITAL 600 ;10;10;10;1;1;1;activo
37;9;LIJA ORBITAL 1200 ;10;10;10;1;1;1;activo
38;9;ESTOPA XKG ;10;10;10;1;1;1;activo
39;9;PICO PA�O VERDE ;10;10;10;1;1;1;activo
40;9;PA�O CORDERO P/PULIR ;10;10;10;1;1;1;activo
41;9;SOGA NAUTICA 5MM ;10;10;10;1;1;1;activo
42;9;SOGA NAUTICA 8MM ;10;10;10;1;1;1;activo
43;9;CINTA PAPEL 12 ;10;10;10;1;1;1;activo
44;9;CINTA PAPEL 18 ;10;10;10;1;1;1;activo
45;9;CINTA PAPEL 24 ;10;10;10;1;1;1;activo
46;9;CINTA PAPEL 36 ;10;10;10;1;1;1;activo
47;9;CINTA PAPEL 48 ;10;10;10;1;1;1;activo
48;9;CINTA REFLEC BLANCA 5CM ;10;10;10;1;1;1;activo
49;9;CINTA REFLEC BLANCA 7,5CM ;10;10;10;1;1;1;activo
50;9;CINTA REFLEC ROJA 5CM ;10;10;10;1;1;1;activo
51;9;CINTA REFLEC ROJA 7,5CM ;10;10;10;1;1;1;activo
52;9;CINTA REFLEC BLANCA/ROJA 5CM ;10;10;10;1;1;1;activo
53;9;CINTA REFLEC BLANCA/ROJA 7,5CM ;10;10;10;1;1;1;activo
54;9;ALFOMBRA LISA 1X1M ;10;10;10;1;1;1;activo
55;9;ALFOMBRA ACANALADA 1X1M ;10;10;10;1;1;1;activo
56;9;ROLLO FIBRA VIDRIO XMT ;10;10;10;1;1;1;activo
57;9;RECINA FIBRA VIDRIO ;10;10;10;1;1;1;activo
58;9;ACELERANTE RECINA FIBRA VIDRIO ;10;10;10;1;1;1;activo
59;9;CIRCULO VEL MAX 60KM ;10;10;10;1;1;1;activo
60;9;CIRCULO VEL MAX 90KM ;10;10;10;1;1;1;activo
61;9;CIRCULO VEL MAX 100KM ;10;10;10;1;1;1;activo
62;9;CIRCULO VEL MAX 110KM ;10;10;10;1;1;1;activo
63;9;ESPUMA PU EXPANDIBLE ;10;10;10;1;1;1;activo
64;9;ROLLO PAPEL P/PINTAR 82CM ;10;10;10;1;1;1;activo
65;9;MASILLA PLASTICA FINISH EXTRA FINA;10;10;10;1;1;1;activo
66;9;THINNER 18L ;10;10;10;1;1;1;activo
67;9;LIJA ORBITAL 240 ;10;10;10;1;1;1;activo
68;9;VASO MEDIDOR PINTURA ;10;10;10;1;1;1;activo
69;9;CARTUCHO 3M 6001/VAP ORGANICOS;10;10;10;1;1;1;activo
70;9;PREFILTRO 3M 5N11;10;10;10;1;1;1;activo
71;9;RETENEDOR 3M 501;10;10;10;1;1;1;activo
72;9;SEMI MASCARA 3M 6200;10;10;10;1;1;1;activo
73;9;ALFOMBRA LISA 2MX2M ;10;10;10;1;1;1;activo
74;9;LIJA AL AGUA N1000 ;10;10;10;1;1;1;activo
75;9;LIJA AL AGUA N600 ;10;10;10;1;1;1;activo
76;9;LIJA AL AGUA N400 ;10;10;10;1;1;1;activo
77;9;DESOXIDANTE FOSFATIZ ZEOCAR ZEOCAR 0.950 L;10;10;10;1;1;1;activo
78;9;PRIMER UNIVERSAL POR LITRO ;10;10;10;1;1;1;activo
79;9;"PINCEL CERDA BLANCA 2.1/2"" ";10;10;10;1;1;1;activo
80;9;MASILLA RETOQUE ;10;10;10;1;1;1;activo
81;9;GOMA ESPUMA 20MM ;10;10;10;1;1;1;activo
82;9;"INTERFASE LIJA ROTO ORBITAL 6"" 150MM 6 PULGADAS";10;10;10;1;1;1;activo
83;9;PINTURA BLANCA LATEX INTERIOR ;10;10;10;1;1;1;activo
84;9;FIJADOR AL AGUARRAS POR LITRO;10;10;10;1;1;1;activo
85;9;DILUYENTE AGUARRAS ;10;10;10;1;1;1;activo
86;9;KIT FIBRA  ;10;10;10;1;1;1;activo
87;9;PINCEL N�20 ;10;10;10;1;1;1;activo
88;9;FILTRO DESCARTABLE P/PINTURA 10 UNIDADES;10;10;10;1;1;1;activo
89;9;PRIMER P/PLASTICO SELLADOR  WA11121;10;10;10;1;1;1;activo
90;9;CIRCULO VEL MAX 80KM ;10;10;10;1;1;1;activo
91;9;LIJA AL AGUA N1500 ;10;10;10;1;1;1;activo
92;9;LIJA AL AGUA N2000 ;10;10;10;1;1;1;activo
93;9;PINTURA AZUL PU ;10;10;10;1;1;1;activo
94;9;DESENGRASANTE PINTURA ;10;10;10;1;1;1;activo
95;9;PINCEL N�15 ;10;10;10;1;1;1;activo
96;9;LIJA AL AGUA N�100 ;10;10;10;1;1;1;activo
97;9;LIJA AL AGUA N�80 ;10;10;10;1;1;1;activo
98;9;LIJA AL AGUA N�180 ;10;10;10;1;1;1;activo
99;9;LIJA AL AGUA N�120 ;10;10;10;1;1;1;activo
100;9;LIJA ORBITAL 36 ;10;10;10;1;1;1;activo
1;10;TIZA PARA GOMERIA ;10;10;10;1;1;1;activo
2;10;CEMENTO CONTACTO GOMERO ;10;10;10;1;1;1;activo
3;10;GRASA PARA GOMERIA ;10;10;10;1;1;1;activo
4;10;OVULO INTERIOR LLANTA ;10;10;10;1;1;1;activo
5;10;VALVULA DE LLANTA LARGA ;10;10;10;1;1;1;activo
6;10;VALVULA DE LLANTA CORTA ;10;10;10;1;1;1;activo
7;10;INDICADORES ARO 19 ;10;10;10;1;1;1;activo
8;10;INDICADORES ARO 21 ;10;10;10;1;1;1;activo
9;10;INDICADORES ARO 27 ;10;10;10;1;1;1;activo
10;10;INDICADORES ARO 30 ;10;10;10;1;1;1;activo
11;10;INDICADORES ARO 32 ;10;10;10;1;1;1;activo
12;10;INDICADORES ARO 33 ;10;10;10;1;1;1;activo
13;10;TUERCA RUEDA 19 ;10;10;10;1;1;1;activo
14;10;TUERCA RUEDA 21 ;10;10;10;1;1;1;activo
15;10;TUERCA RUEDA 27 ;10;10;10;1;1;1;activo
16;10;TUERCA RUEDA 30 ;10;10;10;1;1;1;activo
17;10;TUERCA RUEDA 32 ;10;10;10;1;1;1;activo
18;10;TUERCA RUEDA 33 ;10;10;10;1;1;1;activo
19;10;CUB 195/75R16 LINEAL ;10;10;10;1;1;1;activo
20;10;CUB 215/75R17,5 LINEAL ;10;10;10;1;1;1;activo
21;10;CUB 275/80R22,5 LINEAL ;10;10;10;1;1;1;activo
22;10;LLANTA DE CHAPA R16 ;10;10;10;1;1;1;activo
23;10;LLANTA DE CHAPA R17,5 ;10;10;10;1;1;1;activo
24;10;LLANTA DE CHAPA R22,5 ;10;10;10;1;1;1;activo
25;10;BULON RUEDA D VW 22X90X32 ;10;10;10;1;1;1;activo
26;10;BULON RUEDA T VW 22X100X32 ;10;10;10;1;1;1;activo
27;10;BULON RUEDA D MNBUS 18X1,5X90 ;10;10;10;1;1;1;activo
28;10;BULON RUEDA T MNBUS 18X1,5X100 ;10;10;10;1;1;1;activo
29;10;BULON RUEDA D IVECOD 18X1,5X50 ;10;10;10;1;1;1;activo
30;10;BULON RUEDA T IVECOD 18X1,5X90 ;10;10;10;1;1;1;activo
31;10;BULON RUEDA D SPRINTER   ;10;10;10;1;1;1;activo
32;10;BULON RUEDA T SPRINTER   ;10;10;10;1;1;1;activo
33;10;PARCHE 110 ;10;10;10;1;1;1;activo
34;10;PARCHE 112 ;10;10;10;1;1;1;activo
35;10;PARCHE 114 ;10;10;10;1;1;1;activo
36;10;INDICADORES CAPUCHON 19 ;10;10;10;1;1;1;activo
37;10;INDICADORES CAPUCHON 21 ;10;10;10;1;1;1;activo
38;10;INDICADORES CAPUCHON 27 ;10;10;10;1;1;1;activo
39;10;INDICADORES CAPUCHON 30 ;10;10;10;1;1;1;activo
40;10;INDICADORES CAPUCHON 32 ;10;10;10;1;1;1;activo
41;10;INDICADORES CAPUCHON 33 ;10;10;10;1;1;1;activo
42;10;CUB 195/75R16 TACO ;10;10;10;1;1;1;activo
43;10;CUB 195/75R16 RECAP TACO ;10;10;10;1;1;1;activo
44;10;CUB 195/75R16 RECAP LINEAL ;10;10;10;1;1;1;activo
45;10;CUB 215/75R17,5 RECAP LINEAL ;10;10;10;1;1;1;activo
46;10;CUB 215/75R17,5 TACO ;10;10;10;1;1;1;activo
47;10;CUB 215/75R17,5 RECAP TACO ;10;10;10;1;1;1;activo
48;10;CUB 275/80R22,5 RECAP LINEAL ;10;10;10;1;1;1;activo
49;10;CUB 275/80R22,5 TACO ;10;10;10;1;1;1;activo
50;10;CUB 275/80R22,5 RECAP TACO ;10;10;10;1;1;1;activo
51;10;CUB 295/80R22,5 LINEAL ;10;10;10;1;1;1;activo
52;10;CUB 295/80R22,5 RECAP LINEAL ;10;10;10;1;1;1;activo
53;10;CUB 295/80R22,5 TACO ;10;10;10;1;1;1;activo
54;10;CUB 295/80R22,5 RECAP TACO ;10;10;10;1;1;1;activo
55;10;CUB 315/80R22,5 LINEAL ;10;10;10;1;1;1;activo
56;10;CUB 315/80R22,5 RECAP LINEAL ;10;10;10;1;1;1;activo
57;10;CUB 315/80R22,5 TACO ;10;10;10;1;1;1;activo
58;10;CUB 315/80R22,5 RECAP TACO ;10;10;10;1;1;1;activo
59;10;VALVULA DE INFLADO CORTA  X1411.A038-3;10;10;10;1;1;1;activo
60;10;CADENA P/NIEVE 215/75R17.5 PAN0104;10;10;10;1;1;1;activo
61;10;CUB 225/75/16 LINEAL ;10;10;10;1;1;1;activo
62;10;BULON RUEDA T 22X92X33 6021.008.046.00.5;10;10;10;1;1;1;activo
63;10;BULON RUEDA D MA17  22X72X32 PARA MASA CON DISCO;10;10;10;1;1;1;activo
64;10;CUB 275/80R22,5 USADA LINEAL ;10;10;10;1;1;1;activo
65;10;VALVULA S/CAMARA AUTO TR414;10;10;10;1;1;1;activo
66;10;CUB 225/75/16 TACO ;10;10;10;1;1;1;activo
67;10;CUB 175/70/14 LINEAL ;10;10;10;1;1;1;activo
68;10;VALVULA S/CAMARA AUTO TR418;10;10;10;1;1;1;activo
69;10;CUB 215/75R17,5 MIXTA MOTRIZ ;10;10;10;1;1;1;activo
1;11;PARAGOLPE DEL TODOBUS MA10 ;10;10;10;1;1;1;activo
2;11;PARAGOLPE TRAS TODOBUS MA10 ;10;10;10;1;1;1;activo
3;11;PARAGOLPE DEL LUCERO MA8.7 ;10;10;10;1;1;1;activo
4;11;PARAGOLPE TRAS LUCERO MA8.7 ;10;10;10;1;1;1;activo
5;11;PARABRISA TB ZAFIRO MINIBUS C/1507-01;10;10;10;1;1;1;activo
6;11;LUNETA TB ZAFIRO ;10;10;10;1;1;1;activo
7;11;VENT CHOFER TB ZAFIRO 70143 - 182X112;10;10;10;1;1;1;activo
8;11;VENT N�2 IZQ C/VENT TB ZAFIRO 70139 - 171X144X110;10;10;10;1;1;1;activo
9;11;VENT N�3 IZQ/DER TB ZAFIRO 70138;10;10;10;1;1;1;activo
10;11;VENT N�4 IZQ/DER C/VENT TB ZAF 70137;10;10;10;1;1;1;activo
11;11;VENT N�5 DER TB ZAFIRO 70142 - 115X110;10;10;10;1;1;1;activo
12;11;VENT ACOMP TB ZAFIRO 70144 - 100X112;10;10;10;1;1;1;activo
13;11;VENT PTA ACOMP TB ZAFIRO 70145 - 80X125;10;10;10;1;1;1;activo
14;11;VENT N�2 DER C/VENT TB ZAFIRO 70140 - 171X144X110;10;10;10;1;1;1;activo
15;11;LUNETA LUCERO 2082X700 A16175/C149501 ;10;10;10;1;1;1;activo
16;11;PARABRISA LUCERO MINIBUS 12236;10;10;10;1;1;1;activo
17;11;VENT CHOFER LUCERO COMP 110X121 ;10;10;10;1;1;1;activo
18;11;VENT LAT N�2 IZQ LUCERO 140X94 ;10;10;10;1;1;1;activo
19;11;VENT N�3 IZQ C/VENT LUCERO 70029 - 97X94X140;10;10;10;1;1;1;activo
20;11;VENT N�4 IZQ/DER LUCERO 70026 - 94X140;10;10;10;1;1;1;activo
21;11;VENT N�5 IZQ C/VENT LUCERO 70031 - 90X94X140;10;10;10;1;1;1;activo
22;11;VENT N�6 IZQ LUCERO 70027 - 87X90;10;10;10;1;1;1;activo
23;11;VENT ACOMP LUCERO COMP 70256 - 101X121;10;10;10;1;1;1;activo
24;11;VENT N�2 PTA DER LUCERO  70023 - 73,5X67X73,5;10;10;10;1;1;1;activo
25;11;VENT SUP N�2 PTA LUCERO 70021 - 82X24,5;10;10;10;1;1;1;activo
26;11;VENT N�3 C/VENT DER LUCERO 70028;10;10;10;1;1;1;activo
27;11;VENT N�5 C/VENT DER LUCERO 70030 - 90X94X140;10;10;10;1;1;1;activo
28;11;VENT N�6 DER LUCERO 70024 - 87X90;10;10;10;1;1;1;activo
29;11;MATAFUEGO 2,5KG ;10;10;10;1;1;1;activo
30;11;MATAFUEGO 5KG ;10;10;10;1;1;1;activo
31;11;PLAFON 24CMX10CMX2MT ;10;10;10;1;1;1;activo
32;11;PARABRISA SPRINTER 517 ;10;10;10;1;1;1;activo
33;11;PARABRISA FORD TRANSIT ;10;10;10;1;1;1;activo
34;11;PARABRISA METALPAR IZQ 0-500 12555 - 130X109;10;10;10;1;1;1;activo
35;11;PARABRISA METALPAR DER 0-500   12556 - 130X109;10;10;10;1;1;1;activo
36;11;PARABR D. SALDIVIA FLUENCE 360 12484;10;10;10;1;1;1;activo
37;11;PARABR I. SALDIVIA FLUENCE 360 12485;10;10;10;1;1;1;activo
38;11;VENT N�2 C/VENT IZQ IVECO DAIL 69964 - 161X97;10;10;10;1;1;1;activo
39;11;VIDRIO ESPEJO EXTERIOR 42X22 EXTERIOR;10;10;10;1;1;1;activo
40;11;VIDRIO ESPEJO RETROVISOR  18X35 INTERIOR;10;10;10;1;1;1;activo
41;11;PARABRISA IVECO DAILY ITALBUS 12546 FAVICUR;10;10;10;1;1;1;activo
42;11;ESPEJO RETROVISOR REDONDO 19 ;10;10;10;1;1;1;activo
43;11;PISTON BUTACA 50304 ;10;10;10;1;1;1;activo
44;11;MATAFUEGO 6KG ;10;10;10;1;1;1;activo
45;11;MATAFUEGO 1KG ;10;10;10;1;1;1;activo
46;11;LUNETA SALDIVIA ARIES 365 14522;10;10;10;1;1;1;activo
47;11;VENT LAT SALDIVIA GT-360 69520;10;10;10;1;1;1;activo
48;11;CUERINA TAPIZADO AMARILLO METALPAR IGUAZU;10;10;10;1;1;1;activo
49;11;PASAMANO ;10;10;10;1;1;1;activo
50;11;PLAFON ALUMINIO 20X200 ;10;10;10;1;1;1;activo
51;11;PLAFON PLASTICO 20X200  ;10;10;10;1;1;1;activo
52;11;BRAZO ESPEJO DER URBANO  ;10;10;10;1;1;1;activo
53;11;BRAZO ESPEJO IZQ URBANO  ;10;10;10;1;1;1;activo
54;11;ESPEJO RETROVISOR REDONDO 25 ;10;10;10;1;1;1;activo
55;11;BRAZO ESPEJO IZQ SALDIVIA  ;10;10;10;1;1;1;activo
56;11;MATAFUEGO 4KG ;10;10;10;1;1;1;activo
57;11;MATAFUEGO 10KG ;10;10;10;1;1;1;activo
58;11;VENT N�1 DER ARIES 365 70426;10;10;10;1;1;1;activo
59;11;VENTANILLA LAT SALD  70426 NUEVO ARIES 365;10;10;10;1;1;1;activo
60;11;PARABRISA CAMION AGRALE 6000 10534;10;10;10;1;1;1;activo
61;11;VENT IZQ CONDUCTO FORD TRANSIT BK31/B29751/BE;10;10;10;1;1;1;activo
62;11;VENT TODOBUS ZAFIRO COND NRO 9550055/287563;10;10;10;1;1;1;activo
63;11;PISTON PUESTA 240MM ;10;10;10;1;1;1;activo
64;11;RESORTE CAPOT IVECO DAILY 5801604504;10;10;10;1;1;1;activo
65;11;VENT TRASERA DER TRANSIT  91604/5/288474;10;10;10;1;1;1;activo
66;11;RESORTE NEUM 83009;10;10;10;1;1;1;activo
67;11;BARRERO ;10;10;10;1;1;1;activo
68;11;PARRILLA LUCERO ;10;10;10;1;1;1;activo
69;11;VENT N�5 IZQ TB ZAFIRO 70141 - 115X110;10;10;10;1;1;1;activo
70;11;PARABRISA METALPAR IGUAZU DER 12408 - 135X108;10;10;10;1;1;1;activo
71;11;PARABRISA NUOVO BUS IZQUIERDO 12425 - 137X113;10;10;10;1;1;1;activo
72;11;PARABRISA NUOVO BUS DERECHO 12424 - 137X113;10;10;10;1;1;1;activo
73;11;PARABRISA CAMION IVECO 10620;10;10;10;1;1;1;activo
74;11;VIDRIO ESPEJO RETROVISOR IVECO 00500043478000;10;10;10;1;1;1;activo
75;11;ESPEJO RETROVISOR IZQ-IVECO 00500043404000;10;10;10;1;1;1;activo
76;11;VIDRIO TECHO ford transit;10;10;10;1;1;1;activo
77;11;ESPEJO RETROVISOR 1526 370X195 ;10;10;10;1;1;1;activo
78;11;TAPA DE BATERIA IVECO CURSOR ;10;10;10;1;1;1;activo
79;11;GANCHO DE  TAPA BATERIA IVECO  ;10;10;10;1;1;1;activo
80;11;CINTURON SEGURIDAD 3P ALBCI004;10;10;10;1;1;1;activo
